cluster	gene
EN15	1700122O11Rik
EN15	9830107B12Rik
EN15	1110058D11Rik
EN15	Kcng3
EN15	Mir187
EN15	2700062C07Rik
EN15	Pik3c3
EN15	A830052D11Rik
EN15	Gm4013
EN15	A930012L18Rik
EN15	Kcnn2
EN15	Smim3
EN15	Ndst1
EN15	Csf1r
EN15	Mir694
EN15	Gm9926
EN15	Mir7219
EN15	Smad4
EN15	4930445N18Rik
EN15	Pla2g16
EN15	4930524O05Rik
EN15	Ms4a6d
EN15	Fam122a
EN15	Pcgf5
EN15	Slc35g1
EN15	Sfrp5
EN15	Cnnm1
EN15	Gm10768
EN15	4933429K18Rik
EN15	Fgf8
EN15	Ina
EN15	Calhm2
EN15	Xpnpep1
EN15	Pdcd4
EN15	Slc18a2
EN15	Emx2
EN15	1700080N15Rik
EN15	Ccdc3
EN15	Mir669d
EN15	Mir297a-2
EN15	Mir297a-3
EN15	Mllt10
EN15	Spag6
EN15	Arhgap21
EN15	Tmem8c
EN15	Zdhhc12
EN15	Gm13498
EN15	Kcnj3
EN15	Itga4
EN15	Tfpi
EN15	Lmo2
EN15	BB218582
EN15	Ano3
EN15	Nphp1
EN15	Hspa12b
EN15	Flrt3
EN15	E130215H24Rik
EN15	Defb23
EN15	Tpx2
EN15	Bpifa1
EN15	Tldc2
EN15	Mir7685
EN15	Svs3a
EN15	Wfdc6b
EN15	Wfdc10
EN15	Mmp9
EN15	Mir6340
EN15	1700010B08Rik
EN15	Pcmtd2
EN15	Bhlhe22
EN15	D3Ertd254e
EN15	Smad9
EN15	Kcnab1
EN15	Schip1
EN15	Gm20754
EN15	Gm20356
EN15	Npy2r
EN15	Kirrel
EN15	Pear1
EN15	Mir7011
EN15	Fdps
EN15	Cks1b
EN15	Slc27a3
EN15	Pglyrp4
EN15	Prr9
EN15	Cdc42se1
EN15	Bnipl
EN15	Terc
EN15	Wdr3
EN15	Gdap2
EN15	Adora3
EN15	I830077J02Rik
EN15	Atxn7l2
EN15	Col11a1
EN15	Ank2
EN15	Etnppl
EN15	4930579F01Rik
EN15	Adh6a
EN15	Ctbs
EN15	Ak5
EN15	Slc44a5
EN15	Ccnc
EN15	Gpr63
EN15	Ddx58
EN15	Shb
EN15	Ctnnal1
EN15	Olfr267
EN15	Gng10
EN15	Mup13
EN15	Tyrp1
EN15	Angptl3
EN15	Dnajc6
EN15	Fam159a
EN15	Rspo1
EN15	Tfap2e
EN15	CK137956
EN15	Cnr2
EN15	Lactbl1
EN15	AI507597
EN15	Tnfrsf14
EN15	Gm21190
EN15	Rsbn1l
EN15	Tyms
EN15	Cpz
EN15	Zbtb49
EN15	Zfp518b
EN15	Mir6417
EN15	Pcdh7
EN15	Tbc1d1
EN15	Kit
EN15	Cep135
EN15	Rest
EN15	Ugt2b36
EN15	Cxcl1
EN15	Gm1045
EN15	Ccdc158
EN15	Hfm1
EN15	Dr1
EN15	A630023P12Rik
EN15	Miat
EN15	Srrd
EN15	Pla2g1b
EN15	Tesc
EN15	Gm16063
EN15	Dtx1
EN15	P2rx7
EN15	A930024E05Rik
EN15	Il31
EN15	Bri3bp
EN15	4930563F08Rik
EN15	Cldn3
EN15	Pilrb2
EN15	Zfp316
EN15	Kdelr2
EN15	Bri3
EN15	Slc7a1
EN15	LOC105242579
EN15	Dync1i1
EN15	Shfm1
EN15	4930524B17Rik
EN15	Lmod2
EN15	Flnc
EN15	Mir182
EN15	Atp6v0a4
EN15	Klrg2
EN15	Clec2l
EN15	Adck2
EN15	Tmem178b
EN15	Tas2r143
EN15	Doxl2
EN15	Nfe2l3
EN15	Evx1
EN15	Wipf3
EN15	Neurod6
EN15	Ppp1r17
EN15	A530053G22Rik
EN15	Usp39
EN15	Ankrd53
EN15	Nfu1
EN15	Rpn1
EN15	Plxna1
EN15	Vmn1r54
EN15	Uroc1
EN15	4930471M09Rik
EN15	Xpc
EN15	Rbsn
EN15	1700123L14Rik
EN15	Timp4
EN15	Mir7660
EN15	Slc6a12
EN15	Art4
EN15	Mgst1
EN15	Gm7457
EN15	1700060C16Rik
EN15	Sox5
EN15	Ptprh
EN15	Sbk3
EN15	Rnf225
EN15	Prkd2
EN15	Cd177
EN15	9130221H12Rik
EN15	Upk1a
EN15	Fxyd3
EN15	Siglecf
EN15	Ceacam18
EN15	2310002F09Rik
EN15	Klk10
EN15	Lhb
EN15	Tulp2
EN15	Saa3
EN15	E030018B13Rik
EN15	Igf1r
EN15	Hapln3
EN15	Plin1
EN15	Mesp2
EN15	Sema4b
EN15	Tmc3
EN15	Rab38
EN15	Ints4
EN15	P2ry6
EN15	Taf10
EN15	St5
EN15	Gm4265
EN15	Tex36
EN15	Mir1962
EN15	Glrx3
EN15	5830411N06Rik
EN15	Bet1l
EN15	Ric8a
EN15	Krtap5-4
EN15	Igf2
EN15	Retn
EN15	4833411C07Rik
EN15	Cdc16
EN15	AF366264
EN15	Defb38
EN15	6820431F20Rik
EN15	Adam32
EN15	4933416M07Rik
EN15	Leprotl1
EN15	Mfhas1
EN15	Fgf20
EN15	Sorbs2
EN15	Cldn22
EN15	BC030870
EN15	Nat3
EN15	Psd3
EN15	Klhl26
EN15	Cib3
EN15	Fam32a
EN15	1700092C02Rik
EN15	Palm3
EN15	Mir7070
EN15	Gm10637
EN15	Rbl2
EN15	Adgrg1
EN15	Tepp
EN15	Got2
EN15	A330008L17Rik
EN15	Marveld3
EN15	Kars
EN15	Cdyl2
EN15	Plcg2
EN15	Cdh13
EN15	Abcb10
EN15	Msantd4
EN15	Gm16853
EN15	AB124611
EN15	Dpy19l2
EN15	Eepd1
EN15	4933422A05Rik
EN15	Pus3
EN15	Olfr930
EN15	Clmp
EN15	4931429L15Rik
EN15	Nxpe4
EN15	Gm4894
EN15	Pih1d2
EN15	Pstpip1
EN15	Gm16130
EN15	Zwilch
EN15	Snapc5
EN15	Kbtbd13
EN15	Mtfmt
EN15	Ppib
EN15	Bcl2l10
EN15	Irak1bp1
EN15	Clstn2
EN15	Gm1123
EN15	Ky
EN15	Rab6b
EN15	Amt
EN15	Fbxw26
EN15	Limd1
EN15	Nyx
EN15	Syn1
EN15	Rhox6
EN15	Cxx1c
EN15	Cd40lg
EN15	Slitrk4
EN15	Pnck
EN15	Kif4
EN15	Taf1
EN15	Zcchc5
EN15	Glra4
EN15	Tex13a
EN15	Kcne1l
EN15	Gm8817
EN16	Atp6v1h
EN16	Cops5
EN16	Gm5523
EN16	Tfap2b
EN16	Amer3
EN16	AI597479
EN16	Ormdl1
EN16	Gm20257
EN16	9530026F06Rik
EN16	Mettl21a
EN16	Cxcr1
EN16	Arpc2
EN16	Mir6343
EN16	Atg16l1
EN16	Ilkap
EN16	Gm9994
EN16	St8sia4
EN16	2310035C23Rik
EN16	Vps4b
EN16	C1ql2
EN16	2900009J06Rik
EN16	Lax1
EN16	Btg2
EN16	Ppp1r12b
EN16	Ube2t
EN16	Lhx9
EN16	Smg7
EN16	Teddm2
EN16	Gm5532
EN16	Gorab
EN16	Olfml2b
EN16	Ppox
EN16	Igsf9
EN16	Rgs7
EN16	Cnih3
EN16	Ush2a
EN16	Prox1
EN16	Nsl1
EN16	Lamb3
EN16	Pde7b
EN16	Mir7663
EN16	Rps12
EN16	Slc18b1
EN16	Cenpw
EN16	Rwdd1
EN16	Ddo
EN16	Cd164
EN16	Mir1929
EN16	Hace1
EN16	Ranbp2
EN16	Lrrc20
EN16	4930507D05Rik
EN16	Kif1bp
EN16	Ddx50
EN16	Adarb1
EN16	1810043G02Rik
EN16	Shc2
EN16	Plk5
EN16	Sf3a2
EN16	Slc39a3
EN16	Polr3b
EN16	Ikbip
EN16	Vezt
EN16	Fgd6
EN16	Frs2
EN16	Fam19a2
EN16	Slc26a10
EN16	Ptges3
EN16	Dnajc14
EN16	Mettl7b
EN16	Olfr781
EN16	Olfr782
EN16	8430429K09Rik
EN16	Sec61g
EN16	B3gnt2
EN16	Stc2
EN16	Smim23
EN16	Rack1
EN16	Gdf9
EN16	Lypd8
EN16	Alkbh5
EN16	Specc1
EN16	Pigl
EN16	Senp3
EN16	Polr2a
EN16	Sgsm2
EN16	Dph1
EN16	2610507B11Rik
EN16	Pigs
EN16	Foxn1
EN16	Unc45b
EN16	Appbp2os
EN16	Prr11
EN16	Srsf1
EN16	Ube2z
EN16	Cwc25
EN16	Gast
EN16	Nkiras2
EN16	Ccr10
EN16	Ppy
EN16	Fam187a
EN16	Nmt1
EN16	C130046K22Rik
EN16	Arf2
EN16	1810010H24Rik
EN16	Pitpnc1
EN16	Cpsf4l
EN16	Smim6
EN16	Galr2
EN16	Exoc7
EN16	Baiap2
EN16	Ccdc137
EN16	Rac3
EN16	Asxl2
EN16	Fam49a
EN16	Gm35725
EN16	Fam84a
EN16	Immp2l
EN16	Lrrn3
EN16	Lrfn5
EN16	Fam179b
EN16	Pole2
EN16	Cdkl1
EN16	Zbtb25
EN16	Max
EN16	Atp6v1d
EN16	Sipa1l1
EN16	Elmsan1
EN16	Arel1
EN16	Ddx24
EN16	Ppp4r4
EN16	B020018J22Rik
EN16	Akr1e1
EN16	Idi1
EN16	Actn2
EN16	Sugct
EN16	Olfr1370
EN16	Zscan26
EN16	Hist1h3i
EN16	Hist1h2bp
EN16	Zfp322a
EN16	Foxq1
EN16	Psmg4
EN16	Nrn1
EN16	Gcnt2
EN16	Gfod1
EN16	Sfxn1
EN16	Cdhr2
EN16	Dapk1
EN16	Zfp808
EN16	2010111I01Rik
EN16	Fancc
EN16	Mterf3
EN16	BC048507
EN16	Fastkd3
EN16	Srd5a1
EN16	Ccdc127
EN16	Zfp825
EN16	Ttc37
EN16	Mblac2
EN16	Dhfr
EN16	Gfm2
EN16	Smim15
EN16	Ddx4
EN16	Dhx29
EN16	AF067063
EN16	Pdhb
EN16	Sntn
EN16	D14Ertd670e
EN16	Fut11
EN16	6230400D17Rik
EN16	Dusp13
EN16	Parg
EN16	Ercc6
EN16	2610528A11Rik
EN16	Nrg3
EN16	LOC432842
EN16	Ttc5
EN16	Tmem55b
EN16	Gm10364
EN16	Gmpr2
EN16	Nfatc4
EN16	Ints9
EN16	Kctd9
EN16	Gnrh1
EN16	Nefm
EN16	Nkx2-6
EN16	Entpd4
EN16	Phyhip
EN16	Gtf2f2
EN16	Enox1
EN16	Dgkh
EN16	Capsl
EN16	Tars
EN16	Gm5468
EN16	Fam173b
EN16	Fam91a1
EN16	4933427E11Rik
EN16	Them6
EN16	Lypd2
EN16	Lynx1
EN16	Ccdc166
EN16	Hsf1
EN16	Pdxp
EN16	Grap2
EN16	1700029P11Rik
EN16	Tbrg3
EN16	Parvg
EN16	Wnt7b
EN16	Chkb
EN16	Tmem106c
EN16	Ccnt1
EN16	9330020H09Rik
EN16	Mcrs1
EN16	Krt75
EN16	Gm5414
EN16	Mcm4
EN16	Med15
EN16	Dgcr6
EN16	Pigx
EN16	Fbxo45
EN16	Poglut1
EN16	Atg3
EN16	Hspa13
EN16	Gm7334
EN16	Sh3bgr
EN16	Acat2
EN16	Gm3417
EN16	Amdhd2
EN16	Rnf151
EN16	Hn1l
EN16	Cyp4f39
EN16	Rgl2
EN16	Fkbpl
EN16	Atf6b
EN16	Lsm2
EN16	Atp6v1g2
EN16	Gm7030
EN16	Znrd1
EN16	Ptchd4
EN16	Tmem63b
EN16	Sh3gl1
EN16	Prr22
EN16	Morn2
EN16	Gm10190
EN16	Dync2li1
EN16	Calm2
EN16	Lyzl1
EN16	Mtpap
EN16	Thoc1
EN16	Ttc39c
EN16	Asxl3
EN16	Nol4
EN16	Iws1
EN16	Ercc3
EN16	Kif20a
EN16	Tmed7
EN16	1500015A07Rik
EN16	Sec11c
EN16	B430212C06Rik
EN16	Cxxc1
EN16	Gm10532
EN16	Zadh2
EN16	Zfp407
EN16	Timm21
EN16	B4gat1
EN16	Rin1
EN16	Sart1
EN16	Mir192
EN16	Ttc9c
EN16	Lrrc10b
EN16	Ms4a4d
EN16	C030016D13Rik
EN16	Glis3
EN16	Kif11
EN16	Mir8091
EN16	Frat2
EN16	Bloc1s2
EN16	Fbxl15
EN16	Add3
EN16	E030013I19Rik
EN16	A930004D18Rik
EN16	Mir7655
EN16	Dnajc1
EN16	Fibcd1
EN16	Tor2a
EN16	Rabepk
EN16	Arhgap15os
EN16	Slc4a10
EN16	Klhl41
EN16	Gad1os
EN16	Dcaf17
EN16	Scrn3
EN16	Olfr1079
EN16	Tspan18
EN16	Gm13889
EN16	Ccdc73
EN16	Olfr1317
EN16	Katnbl1
EN16	Ppp1r14d
EN16	Vps18
EN16	Pla2g4e
EN16	Frmd5
EN16	Usp50
EN16	Blvra
EN16	Chchd5
EN16	Nop56
EN16	Ptpra
EN16	Pcna
EN16	Kif16bos
EN16	Polr3f
EN16	Romo1
EN16	Tgif2
EN16	Lbp
EN16	R3hdml
EN16	Dnttip1
EN16	Zfp334
EN16	Cebpb
EN16	Dpm1-adnp
EN16	Rae1
EN16	1110015O18Rik
EN16	Hey1
EN16	4632415L05Rik
EN16	Ccdc144b
EN16	Nhlrc3
EN16	Stoml3
EN16	Vmn2r1
EN16	Mir16-2
EN16	Tdo2
EN16	Gba
EN16	Kcnn3
EN16	C920021L13Rik
EN16	Anp32e
EN16	Dennd2c
EN16	Slc6a17
EN16	Gstm4
EN16	Cyb561d1
EN16	A930005H10Rik
EN16	Mir760
EN16	Mettl14
EN16	Tram1l1
EN16	Ndst4
EN16	Arsj
EN16	Ccdc109b
EN16	Ints12
EN16	Emcn
EN16	Syde2
EN16	Uox
EN16	Negr1
EN16	Zranb2
EN16	Ankrd13c
EN16	Ufl1
EN16	Gabrr1
EN16	Ndufb6
EN16	Ikbkap
EN16	Hsdl2
EN16	Pole3
EN16	Cdk5rap2
EN16	Nfib
EN16	Lepr
EN16	Slc35d1
EN16	Ndc1
EN16	Tex38
EN16	Pik3r3
EN16	Ipp
EN16	Exo5
EN16	Ppt1
EN16	Oscp1
EN16	Ncdn
EN16	4930549C01Rik
EN16	Pla2g2f
EN16	Aldh4a1
EN16	Tardbp
EN16	Mib2
EN16	Cldn12
EN16	Fastk
EN16	Prkag2
EN16	Hadhb
EN16	Cenpa
EN16	4930478P22Rik
EN16	Lyar
EN16	Med28
EN16	Ncapg
EN16	Rfc1
EN16	Rpl9
EN16	Gnpda2
EN16	Paics
EN16	Adamts3
EN16	Ccng2
EN16	Rpap2
EN16	Ddx51
EN16	Asphd2
EN16	Ung
EN16	Dynll1
EN16	Nos1
EN16	Mapkapk5
EN16	Tctn1
EN16	Gpn3
EN16	Rhof
EN16	Bcl7a
EN16	Arl6ip4
EN16	Aacs
EN16	Sfswap
EN16	Mir7228
EN16	Orai2
EN16	Ap1s1
EN16	Mepce
EN16	Zcwpw1
EN16	Cox19
EN16	Iqce
EN16	Mmd2
EN16	Zdhhc4
EN16	Fam220a
EN16	Ptcd1
EN16	Rpl21
EN16	Urad
EN16	Stard13
EN16	Casd1
EN16	Wnt16
EN16	Strip2
EN16	Klhdc10
EN16	Mrps33
EN16	Olfr237-ps1
EN16	Olfr437
EN16	Olfr13
EN16	Zfp786
EN16	Gpnmb
EN16	Fam188b
EN16	Tigd2
EN16	Ptcd3
EN16	Rnf181
EN16	1700009C05Rik
EN16	Mir7040
EN16	Ccdc142
EN16	1810044D09Rik
EN16	Tamm41
EN16	Ift122
EN16	Hnrnpf
EN16	Cacna1c
EN16	Ntf3
EN16	Fkbp4
EN16	Borcs5
EN16	E330012B07Rik
EN16	Rfpl4
EN16	Zfp667
EN16	Mzf1
EN16	Dact3
EN16	Gsk3a
EN16	Hnrnpul1
EN16	Pld3
EN16	Supt5
EN16	Ech1
EN16	Dpf1
EN16	Zfp420
EN16	Cox6b1
EN16	Pop4
EN16	Rpl13a
EN16	Fut2
EN16	C86187
EN16	Snurf
EN16	Arrdc4
EN16	Polg
EN16	Efl1
EN16	Rps3
EN16	Xrra1
EN16	Galnt18
EN16	Usp47
EN16	Far1
EN16	Copb1
EN16	Smg1
EN16	Ndufab1
EN16	Palb2
EN16	Cacng3
EN16	Gsg1l
EN16	Snora30
EN16	C230079O03Rik
EN16	Olfr524
EN16	Olfr60
EN16	C330022C24Rik
EN16	Ptdss2
EN16	Slc25a22
EN16	Rasa3
EN16	Htra4
EN16	Ddhd2
EN16	Lsm1
EN16	Ubxn8
EN16	Sap30
EN16	Klhl2
EN16	Ncan
EN16	2810428I15Rik
EN16	Jund
EN16	Mir1969
EN16	Eps15l1
EN16	Podnl1
EN16	Best2
EN16	Rpgrip1l
EN16	Fto
EN16	4930513N10Rik
EN16	Ces2d-ps
EN16	4931428F04Rik
EN16	Ctcf
EN16	Cog8
EN16	Nip7
EN16	Dhx38
EN16	Glg1
EN16	Adat1
EN16	Spata2l
EN16	Disc1
EN16	Mir1903
EN16	2610044O15Rik8
EN16	Tmem123
EN16	Maml2
EN16	Ilf3
EN16	Gm7904
EN16	LOC100049077
EN16	Dcps
EN16	Srpr
EN16	Ddx25
EN16	Cbl
EN16	Ccdc153
EN16	Ccdc84
EN16	1110032A03Rik
EN16	Man2c1
EN16	Cyp1a1
EN16	6030419C18Rik
EN16	Rplp1
EN16	Mir5133
EN16	Anp32a
EN16	Iqch
EN16	Snord16a
EN16	Trip4
EN16	C2cd4b
EN16	Onecut1
EN16	Fam214a
EN16	Rasgrf1
EN16	Xrn1
EN16	Nck1
EN16	Rbm5
EN16	Rbm6
EN16	4930593C16Rik
EN16	Ulk4
EN16	9530059O14Rik
EN16	Pcsk1n
EN16	Slc9a7
EN16	Araf
EN16	Ube2a
EN16	Rpl39
EN16	Gm35612
EN16	Gpc4
EN16	Mamld1
EN16	Pnma3
EN16	Pdzd4
EN16	G6pdx
EN16	Tmem47
EN16	Pdk3
EN16	Ar
EN16	Pou3f4
EN16	B230119M05Rik
EN16	Tmsb15b1
EN16	Fgd1
EN16	Mbtps2
EN16	Gemin8
EN17	Fam135a
EN17	Plekhb2
EN17	Creb1
EN17	D630023F18Rik
EN17	Spag16
EN17	Ccdc108
EN17	Glb1l
EN17	Agfg1
EN17	Chrng
EN17	Prlh
EN17	Traf3ip1
EN17	Rnpepl1
EN17	Ccdc93
EN17	Adora1
EN17	Myog
EN17	Elf3
EN17	Lmod1
EN17	Shisa4
EN17	Mir1231
EN17	Csrp1
EN17	Gas5
EN17	Nuf2
EN17	F11r
EN17	Coq8a
EN17	Nvl
EN17	Cr2
EN17	4930444G20Rik
EN17	Tspyl4
EN17	4930467K11Rik
EN17	H2afy2
EN17	Ddx21
EN17	Col6a1
EN17	Hcn2
EN17	Polrmt
EN17	Palm
EN17	Med16
EN17	Efna2
EN17	Rexo1
EN17	Sgta
EN17	Smim24
EN17	S1pr4
EN17	Sirt6
EN17	Glt8d2
EN17	Ascl1
EN17	1500026H17Rik
EN17	Kcnmb4os2
EN17	Tspan31
EN17	Inhbc
EN17	Rbms2
EN17	Timeless
EN17	Mir8105
EN17	Myl6
EN17	A430046D13Rik
EN17	Zc3h10
EN17	Rpl41
EN17	Suox
EN17	Inpp5j
EN17	Rnf215
EN17	Myl7
EN17	4933427E13Rik
EN17	Smek2
EN17	Eml6
EN17	Sgcd
EN17	Mir340
EN17	Rufy1
EN17	Rad50
EN17	Csf2
EN17	Acsl6
EN17	Rapgef6
EN17	Guk1
EN17	Llgl1
EN17	Mief2
EN17	Mir5100
EN17	Kcnj12
EN17	Ulk2
EN17	Mir6923
EN17	Cfap52
EN17	Atp1b2
EN17	Dlg4
EN17	Mir497b
EN17	Gp1ba
EN17	Mir451b
EN17	Unc119
EN17	Fndc8
EN17	Tada2a
EN17	Hils1
EN17	Tac4
EN17	Slc35b1
EN17	Nxph3
EN17	Mir152
EN17	Gm11532
EN17	Krt26
EN17	Krtap9-5
EN17	Klhl11
EN17	Kpna2
EN17	Cdk3-ps
EN17	Hgs
EN17	Alyref
EN17	Notum
EN17	Gps1
EN17	Ccdc57
EN17	Hexdc
EN17	Odc1
EN17	Mir5627
EN17	Dtd2
EN17	Nubpl
EN17	4930512B01Rik
EN17	Smoc1
EN17	Papln
EN17	Adck1
EN17	Gm40893
EN17	1700064M15Rik
EN17	Itpk1
EN17	Bdkrb1
EN17	Mir299a
EN17	Mir654
EN17	Mir376b
EN17	Btbd6
EN17	Mta1
EN17	Hist1h4i
EN17	Hist1h1a
EN17	D130043K22Rik
EN17	Txndc5
EN17	Bloc1s5
EN17	Tpmt
EN17	Diras2
EN17	4833439L19Rik
EN17	A630019I02Rik
EN17	3110015C05Rik
EN17	Ankrd55
EN17	1700084D21Rik
EN17	Ndufs4
EN17	Gm3558
EN17	Pxk
EN17	Fezf2
EN17	Dlg5
EN17	Sema3g
EN17	Bap1
EN17	Antxrl
EN17	Npy4r
EN17	Nrg3os
EN17	Sh2d4b
EN17	1700123O20Rik
EN17	Myh7
EN17	Gjb6
EN17	Mir598
EN17	Scara3
EN17	Rubcnl
EN17	Kctd4
EN17	Gm1587
EN17	4930449E01Rik
EN17	Mir6239
EN17	Cldn10
EN17	Ubac2
EN17	C7
EN17	Gm15941
EN17	A930017M01Rik
EN17	Tg
EN17	Khdrbs3
EN17	Dennd3
EN17	Mapk15
EN17	Dgat1
EN17	Mb
EN17	Ep300
EN17	Sept3
EN17	Ttll12
EN17	Tymp
EN17	Acr
EN17	Amigo2
EN17	Fkbp11
EN17	Lmbr1l
EN17	Krt82
EN17	Csad
EN17	Rarg
EN17	Hoxc12
EN17	Dnaja3
EN17	Slc25a1
EN17	Sept5
EN17	Tmem41a
EN17	Iqcg
EN17	Ndufb4
EN17	Clic6
EN17	Ets2
EN17	4930452A19Rik
EN17	Map3k4
EN17	Thoc6
EN17	Tnfrsf12a
EN17	Tceb2
EN17	Ntn3
EN17	Rab26
EN17	Rpusd1
EN17	Stub1
EN17	Mir6968
EN17	Anks1
EN17	Clps
EN17	1700030A11Rik
EN17	Cmtr1
EN17	Wiz
EN17	Hspa1a
EN17	Hspa1l
EN17	Ly6g6f
EN17	Ly6g5c
EN17	Gpank1
EN17	Prrc2a
EN17	Aif1
EN17	Trim31
EN17	H2-M5
EN17	Rrp36
EN17	Treml2
EN17	Nfya
EN17	Ccdc94
EN17	Ptprs
EN17	Catsperd
EN17	Mtcl1
EN17	Thumpd2
EN17	Lhcgr
EN17	Lrrtm2
EN17	Slc35a4
EN17	Ndufa2
EN17	Pcdhb17
EN17	Pcdhga4
EN17	0610009O20Rik
EN17	Gm5820
EN17	Arhgap26
EN17	Spink14
EN17	Mir143
EN17	Htr4
EN17	Grp
EN17	8030462N17Rik
EN17	Ndufs8
EN17	Ptprcap
EN17	Rab1b
EN17	Sac3d1
EN17	Atg2a
EN17	Ccdc88b
EN17	Esrra
EN17	Snord22
EN17	Gm2518
EN17	Bscl2
EN17	Vwce
EN17	Zp1
EN17	Ms4a10
EN17	Lipo2
EN17	Hells
EN17	Scd2
EN17	4930414N06Rik
EN17	Ablim1
EN17	4930449E18Rik
EN17	Pnliprp1
EN17	Taf3
EN17	Atp5c1
EN17	Trdmt1
EN17	Il1f5
EN17	Dph7
EN17	Entpd2
EN17	Sdccag3
EN17	Sec16a
EN17	Lcn4
EN17	Dbhos
EN17	Col5a1
EN17	Cel
EN17	Endog
EN17	Fam78a
EN17	St6galnac6
EN17	6330409D20Rik
EN17	Rpl12
EN17	Pdcl
EN17	Scai
EN17	Gpd2
EN17	Aplnr
EN17	Large2
EN17	Bloc1s6
EN17	Fahd2a
EN17	Ddrgk1
EN17	Cdc25b
EN17	Zfp937
EN17	4921509C19Rik
EN17	Nrsn2
EN17	Pofut1
EN17	Bpifb5
EN17	Sla2
EN17	9430021M05Rik
EN17	Sys1
EN17	Mir298
EN17	Hrh3
EN17	Abhd16b
EN17	Pdcd10
EN17	Sema4a
EN17	Lmna
EN17	Adam15
EN17	Crtc2
EN17	Pi4kb
EN17	Ankrd35
EN17	Acp6
EN17	Strip1
EN17	Celsr2
EN17	6530403H02Rik
EN17	Prss12
EN17	Dnase2b
EN17	Mos
EN17	Ubap1
EN17	Vcp
EN17	Fam166b
EN17	Fam221b
EN17	Hrct1
EN17	Coro2a
EN17	Txn1
EN17	Ptprd
EN17	Gm13272
EN17	Mir31
EN17	9530080O11Rik
EN17	Usp1
EN17	Sgip1
EN17	1700024P16Rik
EN17	Mrpl37
EN17	Lrrc42
EN17	Elavl4
EN17	Trabd2b
EN17	Mmachc
EN17	Ccdc163
EN17	Plk3
EN17	Tmem53
EN17	Kdm4a
EN17	Hyi
EN17	Gm8439
EN17	Mtf1
EN17	Ago1
EN17	Marcksl1
EN17	Snora61
EN17	Tmem57
EN17	Rhd
EN17	Tceb3
EN17	Pqlc2
EN17	Fhad1
EN17	Fhad1os1
EN17	Zfp933
EN17	Tmem201
EN17	H6pd
EN17	Slc45a1
EN17	Klhl21
EN17	Prkcz
EN17	Dbf4
EN17	Actr3b
EN17	Depdc5
EN17	4930557J02Rik
EN17	Mfsd10
EN17	Jakmip1
EN17	1700112J05Rik
EN17	Uba6
EN17	Tmem150c
EN17	Crybb1
EN17	2900026A02Rik
EN17	Myo1h
EN17	Gbas
EN17	Abhd11os
EN17	Pom121
EN17	Rasa4
EN17	Sap25
EN17	Micall2
EN17	Nudt1
EN17	Zar1l
EN17	Gm9047
EN17	1700012A03Rik
EN17	Olfr457
EN17	Gm3279
EN17	Lancl2
EN17	Ggcx
EN17	Dnah6
EN17	Aup1
EN17	Dqx1
EN17	Gm10445
EN17	Exoc6b
EN17	Pradc1
EN17	Rab43
EN17	Isy1
EN17	Slc41a3
EN17	Tmem43
EN17	Creld1
EN17	Zfp637
EN17	Lrtm2
EN17	Cecr6
EN17	Clstn3
EN17	C1s1
EN17	D6Wsu163e
EN17	Itfg2
EN17	Gpr19
EN17	2810454H06Rik
EN17	Gm30332
EN17	Gm6313
EN17	Prpf31
EN17	Syt5
EN17	Zfp628
EN17	Ccdc106
EN17	Zfp78
EN17	Mir3099
EN17	Slc27a5
EN17	Zfp541
EN17	C5ar1
EN17	Strn4
EN17	Klc3
EN17	Grik5
EN17	Mir6537
EN17	Cnfn
EN17	Cyp2s1
EN17	Rab4b
EN17	Prx
EN17	Sars2
EN17	Nfkbib
EN17	Ggn
EN17	Aplp1
EN17	Zfp507
EN17	E130304I02Rik
EN17	4931406B18Rik
EN17	Acpt
EN17	Nr1h2
EN17	Kcnc3
EN17	Bcl2l12
EN17	Slc17a7
EN17	Pth2
EN17	Tead2
EN17	Nucb1
EN17	Kdelr1
EN17	Otog
EN17	Slc17a6
EN17	Nipa2
EN17	Lysmd4
EN17	Sv2b
EN17	Rccd1
EN17	Hddc3
EN17	Ccdc81
EN17	Eed
EN17	Ankrd42
EN17	Capn5
EN17	Crym
EN17	Aldoa
EN17	Hirip3
EN17	Gm4532
EN17	Bccip
EN17	Olfr530
EN17	Scgb1c1
EN17	Mir210
EN17	Irf7
EN17	Stxbp2
EN17	Trappc5
EN17	Snapc2
EN17	Arhgef7
EN17	2610005L07Rik
EN17	Poteg
EN17	Dusp4
EN17	Mtmr7
EN17	Ccdc110
EN17	Nat1
EN17	Sh2d4a
EN17	Tmem161a
EN17	Sugp2
EN17	Ell
EN17	Map1s
EN17	Nr2f6
EN17	Unc13a
EN17	Tmem184c
EN17	Gnao1
EN17	Bbs2
EN17	Slc12a3
EN17	Nlrc5
EN17	Kifc3
EN17	Gfod2
EN17	Esrp2
EN17	Smpd3
EN17	Tldc1
EN17	Galns
EN17	Jrkl
EN17	Olfr853
EN17	Prkcsh
EN17	Gm16845
EN17	Npsr1
EN17	Cdon
EN17	Apoc3
EN17	Apoa4
EN17	Gm11149
EN17	Mir34b
EN17	Isl2
EN17	Man2c1os
EN17	Fam219b
EN17	Sema7a
EN17	Pml
EN17	Ubap1l
EN17	Polr2m
EN17	Myzap
EN17	Tex9
EN17	Rsl24d1
EN17	Abhd14b
