tSNE1	tSNE2	cluster_id	cell_id
-15.33	30.61	V15	N724_Exp110_sample4_combined_S1_BC2812_N04
-6.58	-9.31	V23	N724_Exp110_sample4_combined_S1_BC2813_N02
15.7	6.54	V21	N724_Exp110_sample4_combined_S1_BC2814_N04
-15.5	17.93	V12	N724_Exp110_sample4_combined_S1_BC2815_N01
-22.25	2.89	V2	N724_Exp110_sample4_combined_S1_BC2816_N02
-25.54	-0.46	V2	N724_Exp110_sample4_combined_S1_BC2817_N02
-1.13	33.72	V11	N724_Exp110_sample4_combined_S1_BC2818_N02
-31.89	10.16	V24	N724_Exp110_sample4_combined_S1_BC2819_N02
-4.35	-17.79	V23	N724_Exp110_sample4_combined_S1_BC2820_N02
-7.42	21.32	V3	N724_Exp110_sample4_combined_S1_BC2821_N05
-1.42	26.59	V4	N724_Exp110_sample4_combined_S1_BC2822_N06
-29.96	10.93	V24	N724_Exp110_sample4_combined_S1_BC2823_N01
-24.79	3.43	V2	N724_Exp110_sample4_combined_S1_BC2824_N03
-27.97	9.61	V24	N724_Exp110_sample4_combined_S1_BC2825_N01
6.29	-27.62	V14	N724_Exp110_sample4_combined_S1_BC2826_N04
0.4	25.93	V4	N724_Exp110_sample4_combined_S1_BC2827_N02
-21.84	2.94	V2	N724_Exp110_sample4_combined_S1_BC2828_N02
16.01	-26.2	V5	N724_Exp110_sample4_combined_S1_BC2829_N01
26.6	21.73	V26	N724_Exp110_sample4_combined_S1_BC2830_N01
-23.07	-19.08	V1	N724_Exp110_sample4_combined_S1_BC2831_N02
4.03	-2.01	V25	N724_Exp110_sample4_combined_S1_BC2832_N02
4.1	17	V20	N724_Exp110_sample4_combined_S1_BC2833_N03
7.98	21.09	V20	N724_Exp110_sample4_combined_S1_BC2834_N02
16.37	-13.97	V13	N724_Exp110_sample4_combined_S1_BC2835_N05
2.03	-16.8	V23	N724_Exp110_sample4_combined_S1_BC2836_N04
13.86	11.76	V26	N724_Exp110_sample4_combined_S1_BC2837_N02
-14.38	-20.27	V1	N724_Exp110_sample4_combined_S1_BC2838_N01
18.27	-5.75	V21	N724_Exp110_sample4_combined_S1_BC2839_N05
-1.78	25.62	V4	N724_Exp110_sample4_combined_S1_BC2840_N02
17.18	-0.45	V21	N724_Exp110_sample4_combined_S1_BC2841_N02
-4.9	-18.35	V23	N724_Exp110_sample4_combined_S1_BC2842_N03
0.56	18.51	V3	N724_Exp110_sample4_combined_S1_BC2843_N02
16.79	23.28	V26	N724_Exp110_sample4_combined_S1_BC2844_N01
-2.21	2.08	V25	N724_Exp110_sample4_combined_S1_BC2845_N03
-24.45	1.25	V2	N724_Exp110_sample4_combined_S1_BC2846_N02
-26.14	-19.49	V1	N724_Exp110_sample4_combined_S1_BC2847_N01
23.03	15.19	V26	N724_Exp110_sample4_combined_S1_BC2848_N01
-6.8	18.93	V3	N724_Exp110_sample4_combined_S1_BC2849_N02
26.05	19.84	V26	N724_Exp110_sample4_combined_S1_BC2850_N01
14.86	19.3	V26	N724_Exp110_sample4_combined_S1_BC2851_N01
-2	26.39	V4	N724_Exp110_sample4_combined_S1_BC2852_N03
22.52	20.52	V26	N724_Exp110_sample4_combined_S1_BC2853_N01
-20.24	11.48	V12	N724_Exp110_sample4_combined_S1_BC2854_N01
-0.34	28.17	V4	N724_Exp110_sample4_combined_S1_BC2855_N04
-16.43	-11.77	V1	N724_Exp110_sample4_combined_S1_BC2856_N01
-4.02	-14.27	V23	N724_Exp110_sample4_combined_S1_BC2857_N03
-27.39	8.36	V24	N724_Exp110_sample4_combined_S1_BC2858_N01
-24.03	-0.62	V2	N724_Exp110_sample4_combined_S1_BC2859_N02
20.02	22.79	V26	N724_Exp110_sample4_combined_S1_BC2860_N01
26.77	21.02	V26	N724_Exp110_sample4_combined_S1_BC2862_N01
12.51	31.39	V27	N724_Exp110_sample4_combined_S1_BC2863_N01
18.91	-4.55	V21	N724_Exp110_sample4_combined_S1_BC2864_N04
-11.13	-18.66	V1	N724_Exp110_sample4_combined_S1_BC2865_N01
21.72	-6.62	V16	N724_Exp110_sample4_combined_S1_BC2866_N04
25.63	-21.83	V9	N724_Exp110_sample4_combined_S1_BC2867_N04
-32.49	11.71	V24	N724_Exp110_sample4_combined_S1_BC2868_N03
-7.24	4.25	V25	N724_Exp110_sample4_combined_S1_BC2869_N02
25.07	20.51	V26	N724_Exp110_sample4_combined_S1_BC2870_N01
2.83	-35.42	V14	N724_Exp110_sample4_combined_S1_BC2871_N04
-30.58	11.68	V24	N724_Exp110_sample4_combined_S1_BC2872_N01
15.15	11.95	V26	N724_Exp110_sample4_combined_S1_BC2873_N01
23.37	0.71	V21	N724_Exp110_sample4_combined_S1_BC2874_N02
-6.3	-9.24	V23	N724_Exp110_sample4_combined_S1_BC2875_N03
23.48	-0.37	V21	N724_Exp110_sample4_combined_S1_BC2876_N03
-9.47	-1.71	V17	N724_Exp110_sample4_combined_S1_BC2877_N02
15.46	-23.79	V5	N724_Exp110_sample4_combined_S1_BC2878_N01
-23.53	-1.57	V2	N724_Exp110_sample4_combined_S1_BC2879_N03
14.92	-10.14	V13	N724_Exp110_sample4_combined_S1_BC2881_N04
-21.85	-21.05	V1	N724_Exp110_sample4_combined_S1_BC2882_N01
-22.13	-0.66	V2	N724_Exp110_sample4_combined_S1_BC2883_N02
-0.98	34.43	V11	N724_Exp110_sample4_combined_S1_BC2884_N02
17.54	-27.93	V5	N724_Exp110_sample4_combined_S1_BC2885_N03
-11.15	-33.62	V6	N724_Exp110_sample4_combined_S1_BC2886_N02
23.71	24.74	V26	N724_Exp110_sample4_combined_S1_BC2887_N02
21.92	-20.08	V9	N724_Exp110_sample4_combined_S1_BC2888_N03
-22.11	9.25	V12	N724_Exp110_sample4_combined_S1_BC2889_N02
-0.08	7.96	V25	N724_Exp110_sample4_combined_S1_BC2890_N03
-11.08	-33.26	V6	N724_Exp110_sample4_combined_S1_BC2891_N01
-18.02	-21.29	V1	N724_Exp110_sample4_combined_S1_BC2892_N01
-20.69	0.48	V2	N724_Exp110_sample4_combined_S1_BC2893_N04
24.51	14.24	V26	N724_Exp110_sample4_combined_S1_BC2894_N01
20.98	0.92	V21	N724_Exp110_sample4_combined_S1_BC2895_N04
10.72	-17.65	V13	N724_Exp110_sample4_combined_S1_BC2896_N03
-21.53	3.35	V2	N724_Exp110_sample4_combined_S1_BC2897_N03
-20.67	3.81	V2	N724_Exp110_sample4_combined_S1_BC2898_N03
17.43	-22.74	V25	N724_Exp110_sample4_combined_S1_BC2899_N01
-24.55	4.25	V2	N724_Exp110_sample4_combined_S1_BC2900_N03
20.14	19.38	V26	N724_Exp110_sample4_combined_S1_BC2901_N01
-5.05	10.19	V25	N724_Exp110_sample4_combined_S1_BC2902_N04
11.36	-7.41	V13	N724_Exp110_sample4_combined_S1_BC2903_N02
10.24	-7.32	V13	N724_Exp110_sample4_combined_S1_BC2904_N01
-24.18	-18.19	V1	N724_Exp110_sample4_combined_S1_BC2905_N01
17.65	20.8	V26	N724_Exp110_sample4_combined_S1_BC2906_N01
5.86	-27.05	V14	N724_Exp110_sample4_combined_S1_BC2907_N06
-1.25	26.12	V4	N724_Exp110_sample4_combined_S1_BC2908_N03
25.48	-19.34	V9	N724_Exp110_sample4_combined_S1_BC2909_N03
-30.48	13.08	V24	N724_Exp110_sample4_combined_S1_BC2910_N02
9.42	34.6	V27	N724_Exp110_sample4_combined_S1_BC2911_N02
-22.95	2.3	V2	N724_Exp110_sample4_combined_S1_BC2912_N02
-19.93	11.29	V12	N724_Exp110_sample4_combined_S1_BC2913_N01
-3.2	-18.16	V23	N724_Exp110_sample4_combined_S1_BC2914_N03
22.27	24.17	V26	N724_Exp110_sample4_combined_S1_BC2915_N01
-19.4	-23.13	V1	N724_Exp110_sample4_combined_S1_BC2916_N01
17.96	-1.09	V21	N724_Exp110_sample4_combined_S1_BC2917_N05
-22.63	3.58	V2	N724_Exp110_sample4_combined_S1_BC2918_N02
-13.17	-12.71	V1	N724_Exp110_sample4_combined_S1_BC2919_N01
16.87	2.15	V21	N724_Exp110_sample4_combined_S1_BC2920_N03
-31.83	10.83	V24	N724_Exp110_sample4_combined_S1_BC2921_N02
27.76	-5.32	V16	N724_Exp110_sample4_combined_S1_BC2922_N03
5.24	23.3	V20	N724_Exp110_sample4_combined_S1_BC2924_N04
-29.52	8.95	V24	N724_Exp110_sample4_combined_S1_BC2925_N01
-30.3	13.38	V24	N724_Exp110_sample4_combined_S1_BC2926_N02
-23	-18.02	V1	N724_Exp110_sample4_combined_S1_BC2927_N01
-3.15	-12.93	V23	N724_Exp110_sample4_combined_S1_BC2928_N04
-4.16	-21.68	V23	N724_Exp110_sample4_combined_S1_BC2929_N03
1.07	-32.59	V14	N724_Exp110_sample4_combined_S1_BC2930_N03
-19.16	30.03	V15	N724_Exp110_sample4_combined_S1_BC2931_N04
17.27	-27.34	V5	N724_Exp110_sample4_combined_S1_BC2932_N04
0.11	-10.82	V23	N724_Exp110_sample4_combined_S1_BC2933_N05
-0.96	13.83	V25	N724_Exp110_sample4_combined_S1_BC2934_N04
4.54	23.26	V20	N724_Exp110_sample4_combined_S1_BC2936_N04
-28.77	8.77	V24	N724_Exp110_sample4_combined_S1_BC2937_N01
27.44	22.7	V26	N724_Exp110_sample4_combined_S1_BC2938_N01
20.39	22.88	V26	N724_Exp110_sample4_combined_S1_BC2940_N01
-23.74	-20.18	V1	N724_Exp110_sample4_combined_S1_BC2941_N01
-27.96	9.95	V24	N724_Exp110_sample4_combined_S1_BC2942_N01
-1.85	-15.53	V23	N724_Exp110_sample4_combined_S1_BC2943_N02
-20.12	11.54	V12	N724_Exp110_sample4_combined_S1_BC2945_N01
13.19	6.74	V21	N724_Exp110_sample4_combined_S1_BC2946_N04
-21.21	3.54	V2	N724_Exp110_sample4_combined_S1_BC2948_N02
-8.68	-29.65	V11	N724_Exp110_sample4_combined_S1_BC2949_N02
-17.99	-9.17	V1	N724_Exp110_sample4_combined_S1_BC2950_N01
-1.59	7.21	V25	N724_Exp110_sample4_combined_S1_BC2951_N02
-2.8	-21.94	V23	N724_Exp110_sample4_combined_S1_BC2952_N02
5.63	21.88	V20	N724_Exp110_sample4_combined_S1_BC2953_N02
10.18	-16.57	V13	N724_Exp110_sample4_combined_S1_BC2954_N04
3.55	-26.41	V14	N724_Exp110_sample4_combined_S1_BC2955_N01
15.71	6.81	V21	N724_Exp110_sample4_combined_S1_BC2956_N02
-30.51	10.05	V24	N724_Exp110_sample4_combined_S1_BC2957_N01
4.62	-4.65	V25	N724_Exp110_sample4_combined_S1_BC2958_N01
17.76	-0.57	V21	N724_Exp110_sample4_combined_S1_BC2959_N03
-11.51	-33.88	V6	N724_Exp110_sample4_combined_S1_BC2960_N02
-21.23	3.11	V2	N724_Exp110_sample4_combined_S1_BC2961_N01
14.58	3.72	V21	N724_Exp110_sample4_combined_S1_BC2962_N03
-24.66	2.17	V2	N724_Exp110_sample4_combined_S1_BC2964_N02
-6.5	-9.58	V23	N724_Exp110_sample4_combined_S1_BC2965_N03
-19.36	-14.96	V1	N724_Exp110_sample4_combined_S1_BC2966_N01
-17.79	-10.79	V1	N724_Exp110_sample4_combined_S1_BC2967_N01
32.85	3.69	V21	N724_Exp110_sample4_combined_S1_BC2968_N03
15.33	-22.33	V5	N724_Exp110_sample4_combined_S1_BC2969_N01
9.65	-19.46	V13	N724_Exp110_sample4_combined_S1_BC2970_N04
-3.45	-14.11	V23	N724_Exp110_sample4_combined_S1_BC2971_N01
-25.32	0.18	V2	N724_Exp110_sample4_combined_S1_BC2972_N02
27.15	21.21	V26	N724_Exp110_sample4_combined_S1_BC2973_N02
27.86	17.16	V26	N724_Exp110_sample4_combined_S1_BC2974_N01
2.16	-2.28	V25	N724_Exp110_sample4_combined_S1_BC2975_N02
16.88	17.94	V26	N724_Exp110_sample4_combined_S1_BC2976_N01
22.14	23	V26	N724_Exp110_sample4_combined_S1_BC2977_N02
-24.17	4.67	V2	N724_Exp110_sample4_combined_S1_BC2978_N03
24.66	14.85	V26	N724_Exp110_sample4_combined_S1_BC2980_N01
25.22	18.65	V26	N724_Exp110_sample4_combined_S1_BC2981_N02
2.11	-0.4	V25	N724_Exp110_sample4_combined_S1_BC2982_N03
-14.96	-21.61	V1	N724_Exp110_sample4_combined_S1_BC2983_N02
-17.53	-7.82	V1	N724_Exp110_sample4_combined_S1_BC2984_N01
26.9	21.41	V26	N724_Exp110_sample4_combined_S1_BC2985_N01
-0.35	-12.07	V23	N724_Exp110_sample4_combined_S1_BC2986_N02
-11.35	-32.55	V6	N724_Exp110_sample4_combined_S1_BC2987_N01
-1.26	33.2	V11	N724_Exp110_sample4_combined_S1_BC2988_N02
-26.27	-15.83	V1	N724_Exp110_sample4_combined_S1_BC2989_N01
12.6	31.44	V27	N724_Exp110_sample4_combined_S1_BC2990_N01
-29.16	11.13	V24	N724_Exp110_sample4_combined_S1_BC2991_N02
-13.71	-18.64	V1	N724_Exp110_sample4_combined_S1_BC2992_N01
-29.74	12.07	V24	N724_Exp110_sample4_combined_S1_BC2993_N01
23.11	17.86	V26	N724_Exp110_sample4_combined_S1_BC2994_N01
1.34	28	V4	N724_Exp110_sample4_combined_S1_BC2995_N04
17.54	22.45	V26	N724_Exp110_sample4_combined_S1_BC2996_N01
-25.3	-7.99	V1	N724_Exp110_sample4_combined_S1_BC2997_N01
1.34	15.83	V20	N724_Exp110_sample4_combined_S1_BC2998_N01
-21.77	4.35	V2	N724_Exp110_sample4_combined_S1_BC2999_N02
-11.29	-18.62	V1	N724_Exp110_sample4_combined_S1_BC3000_N01
-12.66	-1.29	V18	N724_Exp110_sample4_combined_S1_BC3001_N04
-0.02	-19.47	V23	N724_Exp110_sample4_combined_S1_BC3002_N03
16.75	14.15	V26	N724_Exp110_sample4_combined_S1_BC3003_N01
-19.94	3.42	V2	N724_Exp110_sample4_combined_S1_BC3004_N01
22.12	21.92	V26	N724_Exp110_sample4_combined_S1_BC3005_N01
-5.61	18	V3	N724_Exp110_sample4_combined_S1_BC3006_N03
26.91	20.69	V26	N724_Exp110_sample4_combined_S1_BC3007_N01
0.7	16.78	V20	N724_Exp110_sample4_combined_S1_BC3008_N05
-19.06	12.28	V12	N724_Exp110_sample4_combined_S1_BC3009_N02
18.49	3.9	V21	N724_Exp110_sample4_combined_S1_BC3010_N04
17.41	20.44	V26	N724_Exp110_sample4_combined_S1_BC3011_N01
-11.81	-31.43	V6	N724_Exp110_sample4_combined_S1_BC3012_N01
-1.27	19.67	V11	N724_Exp110_sample4_combined_S1_BC3013_N02
-21.35	10.01	V12	N724_Exp110_sample4_combined_S1_BC3014_N02
20.26	22.58	V26	N724_Exp110_sample4_combined_S1_BC3015_N01
-31.89	12.12	V24	N724_Exp110_sample4_combined_S1_BC3016_N01
1.85	-30.84	V14	N724_Exp110_sample4_combined_S1_BC3017_N02
21.57	18.75	V26	N724_Exp110_sample4_combined_S1_BC3018_N01
1.01	-7.36	V25	N724_Exp110_sample4_combined_S1_BC3019_N01
3.18	-30.3	V14	N724_Exp110_sample4_combined_S1_BC3020_N03
-10.78	-32.93	V6	N724_Exp110_sample4_combined_S1_BC3021_N01
-30.28	12.34	V24	N724_Exp110_sample4_combined_S1_BC3022_N02
22.62	-22.16	V9	N724_Exp110_sample4_combined_S1_BC3023_N03
-32.94	-3.04	V10	N724_Exp110_sample4_combined_S1_BC3024_N02
2.54	-35.11	V14	N724_Exp110_sample4_combined_S1_BC3025_N01
-19.61	12.34	V12	N724_Exp110_sample4_combined_S1_BC3026_N01
-22.37	-21.92	V1	N724_Exp110_sample4_combined_S1_BC3027_N02
14.75	19.33	V26	N724_Exp110_sample4_combined_S1_BC3028_N01
19.36	20.14	V26	N724_Exp110_sample4_combined_S1_BC3029_N01
2.3	-32.34	V14	N724_Exp110_sample4_combined_S1_BC3030_N02
4.93	23.59	V20	N724_Exp110_sample4_combined_S1_BC3031_N02
21.98	25.01	V26	N724_Exp110_sample4_combined_S1_BC3032_N02
19.61	20.01	V26	N724_Exp110_sample4_combined_S1_BC3033_N01
22.97	21.45	V26	N724_Exp110_sample4_combined_S1_BC3034_N02
2.21	2.16	V25	N724_Exp110_sample4_combined_S1_BC3035_N06
16.46	20.23	V26	N724_Exp110_sample4_combined_S1_BC3036_N01
8.68	-17.79	V13	N724_Exp110_sample4_combined_S1_BC3037_N04
-13.93	-20.21	V1	N724_Exp110_sample4_combined_S1_BC3038_N01
-24.25	3.4	V2	N724_Exp110_sample4_combined_S1_BC3039_N02
-26.55	10.22	V24	N724_Exp110_sample4_combined_S1_BC3040_N02
-20.04	2.88	V2	N724_Exp110_sample4_combined_S1_BC3041_N04
-15.55	17.94	V12	N724_Exp110_sample4_combined_S1_BC3042_N02
-29.23	12.4	V24	N724_Exp110_sample4_combined_S1_BC3043_N02
19.04	18.5	V26	N724_Exp110_sample4_combined_S1_BC3044_N01
26.29	22.45	V26	N724_Exp110_sample4_combined_S1_BC3045_N01
5.15	18.41	V20	N724_Exp110_sample4_combined_S1_BC3046_N03
-27.05	-17	V1	N724_Exp110_sample4_combined_S1_BC3047_N01
-19.11	-12.49	V1	N724_Exp110_sample4_combined_S1_BC3048_N01
-29.87	10.57	V24	N724_Exp110_sample4_combined_S1_BC3049_N01
-4.36	-1.19	V25	N724_Exp110_sample4_combined_S1_BC3050_N02
14.67	20.51	V26	N724_Exp110_sample4_combined_S1_BC3051_N01
12.22	-4.28	V25	N724_Exp110_sample4_combined_S1_BC3052_N03
24.17	3.49	V21	N724_Exp110_sample4_combined_S1_BC3053_N01
17.73	22.61	V26	N724_Exp110_sample4_combined_S1_BC3054_N02
-26.53	0.42	V2	N724_Exp110_sample4_combined_S1_BC3055_N03
-13.43	28.04	V15	N724_Exp110_sample4_combined_S1_BC3056_N02
25.37	15.4	V26	N724_Exp110_sample4_combined_S1_BC3057_N01
-7.49	5.08	V25	N724_Exp110_sample4_combined_S1_BC3058_N02
18.25	0.49	V21	N724_Exp110_sample4_combined_S1_BC3059_N04
1.88	-2.48	V25	N724_Exp110_sample4_combined_S1_BC3060_N03
20.7	21.04	V26	N724_Exp110_sample4_combined_S1_BC3061_N01
-30.62	11.02	V24	N724_Exp110_sample4_combined_S1_BC3062_N01
-29.29	10.5	V24	N724_Exp110_sample4_combined_S1_BC3063_N01
5.14	21.96	V20	N724_Exp110_sample4_combined_S1_BC3064_N02
17.6	-26.08	V5	N724_Exp110_sample4_combined_S1_BC3065_N01
22.46	22.37	V26	N724_Exp110_sample4_combined_S1_BC3066_N01
18.28	17.23	V26	N724_Exp110_sample4_combined_S1_BC3067_N01
-1.74	34.05	V11	N724_Exp110_sample4_combined_S1_BC3068_N03
0.59	-23.33	V23	N724_Exp110_sample4_combined_S1_BC3069_N01
-17.16	13.28	V12	N724_Exp110_sample4_combined_S1_BC3070_N01
22.42	13.51	V26	N724_Exp110_sample4_combined_S1_BC3071_N01
2.26	-6.63	V25	N724_Exp110_sample4_combined_S1_BC3072_N01
-3.71	-1.61	V25	N724_Exp110_sample4_combined_S1_BC3073_N02
-28.17	-13.54	V1	N724_Exp110_sample4_combined_S1_BC3074_N01
6.09	22.42	V20	N724_Exp110_sample4_combined_S1_BC3075_N02
-25.53	-0.6	V2	N724_Exp110_sample4_combined_S1_BC3076_N02
-1.29	33.31	V11	N724_Exp110_sample4_combined_S1_BC3077_N02
-22.66	2.48	V2	N724_Exp110_sample4_combined_S1_BC3078_N03
-4.57	10.59	V25	N724_Exp110_sample4_combined_S1_BC3079_N02
4.25	-3.24	V25	N724_Exp110_sample4_combined_S1_BC3080_N01
-25.25	2.74	V2	N724_Exp110_sample4_combined_S1_BC3081_N02
11.68	32.12	V27	N724_Exp110_sample4_combined_S1_BC3082_N02
18.65	16.78	V26	N724_Exp110_sample4_combined_S1_BC3083_N01
-20.53	-19.61	V1	N724_Exp110_sample4_combined_S1_BC3085_N01
-24.1	-19.45	V1	N724_Exp110_sample4_combined_S1_BC3086_N01
-22.68	-15.5	V1	N724_Exp110_sample4_combined_S1_BC3087_N01
20.94	21.18	V26	N724_Exp110_sample4_combined_S1_BC3088_N01
-24.68	-19.42	V1	N724_Exp110_sample4_combined_S1_BC3089_N01
-15.78	-12.23	V1	N724_Exp110_sample4_combined_S1_BC3090_N01
11.72	32.39	V27	N724_Exp110_sample4_combined_S1_BC3091_N01
-29.76	12.1	V24	N724_Exp110_sample4_combined_S1_BC3092_N02
26.36	20	V26	N724_Exp110_sample4_combined_S1_BC3093_N01
-29.09	12.87	V24	N724_Exp110_sample4_combined_S1_BC3094_N02
5.62	21.67	V20	N724_Exp110_sample4_combined_S1_BC3095_N03
-29.28	8.65	V24	N724_Exp110_sample4_combined_S1_BC3096_N02
27.76	20.81	V26	N724_Exp110_sample4_combined_S1_BC3097_N01
-18.29	-14.13	V1	N724_Exp110_sample4_combined_S1_BC3098_N01
-22.57	1.76	V2	N724_Exp110_sample4_combined_S1_BC3099_N02
-21.88	-9.48	V1	N724_Exp110_sample4_combined_S1_BC3100_N01
24.26	17.42	V26	N724_Exp110_sample4_combined_S1_BC3101_N01
-28.36	11.48	V24	N724_Exp110_sample4_combined_S1_BC3102_N02
-4.89	9.98	V25	N724_Exp110_sample4_combined_S1_BC3103_N05
3.67	-26.4	V14	N724_Exp110_sample4_combined_S1_BC3104_N01
18.77	22.6	V26	N724_Exp110_sample4_combined_S1_BC3105_N01
6.16	-15.58	V13	N724_Exp110_sample4_combined_S1_BC3106_N01
-8.85	15.5	V3	N724_Exp110_sample4_combined_S1_BC3107_N02
11.38	7.9	V13	N724_Exp110_sample4_combined_S1_BC3108_N03
11.07	-15.37	V13	N724_Exp110_sample4_combined_S1_BC3109_N02
12.11	32.58	V27	N724_Exp110_sample4_combined_S1_BC3110_N02
19.17	19	V26	N724_Exp110_sample4_combined_S1_BC3111_N01
-23.72	0.83	V2	N724_Exp110_sample4_combined_S1_BC3113_N01
21.33	18.05	V26	N724_Exp110_sample4_combined_S1_BC3114_N01
-20.13	-16.87	V1	N724_Exp110_sample4_combined_S1_BC3115_N01
22.22	15.1	V26	N724_Exp110_sample4_combined_S1_BC3116_N01
-15.5	-20.75	V1	N724_Exp110_sample4_combined_S1_BC3117_N01
-5.72	11.1	V25	N724_Exp110_sample4_combined_S1_BC3118_N05
-28.51	12.04	V24	N724_Exp110_sample4_combined_S1_BC3119_N01
-16.32	-20.46	V1	N724_Exp110_sample4_combined_S1_BC3120_N01
2.93	-34.64	V14	N724_Exp110_sample4_combined_S1_BC3121_N03
-1.73	34.68	V11	N724_Exp110_sample4_combined_S1_BC3122_N02
14.47	18.31	V26	N724_Exp110_sample4_combined_S1_BC3123_N01
9.24	34.5	V27	N724_Exp110_sample4_combined_S1_BC3124_N01
-15.86	-12.51	V1	N724_Exp110_sample4_combined_S1_BC3125_N01
-22.34	-15.46	V1	N724_Exp110_sample4_combined_S1_BC3126_N01
0.47	-6.01	V25	N724_Exp110_sample4_combined_S1_BC3127_N01
23.73	22.55	V26	N724_Exp110_sample4_combined_S1_BC3128_N01
-21.45	-15.32	V1	N724_Exp110_sample4_combined_S1_BC3129_N01
-22.08	4.44	V2	N724_Exp110_sample4_combined_S1_BC3130_N02
24.42	17.42	V26	N724_Exp110_sample4_combined_S1_BC3131_N01
8.36	-28.92	V14	N724_Exp110_sample4_combined_S1_BC3132_N01
24.63	24.48	V26	N724_Exp110_sample4_combined_S1_BC3133_N02
-0.76	-15.36	V23	N724_Exp110_sample4_combined_S1_BC3134_N03
-22.07	-22.45	V1	N724_Exp110_sample4_combined_S1_BC3135_N01
-7.46	7.11	V25	N724_Exp110_sample4_combined_S1_BC3136_N01
16.07	-22.1	V5	N724_Exp110_sample4_combined_S1_BC3137_N03
-24.68	-11.3	V1	N724_Exp110_sample4_combined_S1_BC3138_N01
15.38	7.01	V21	N724_Exp110_sample4_combined_S1_BC3139_N04
-0.83	-13.74	V23	N724_Exp110_sample4_combined_S1_BC3140_N02
10.78	-4.58	V25	N724_Exp110_sample4_combined_S1_BC3141_N01
-28.34	10.52	V24	N724_Exp110_sample4_combined_S1_BC3142_N01
13.97	19.37	V26	N724_Exp110_sample4_combined_S1_BC3143_N01
21.3	21.42	V26	N724_Exp110_sample4_combined_S1_BC3144_N01
18.59	20.3	V26	N724_Exp110_sample4_combined_S1_BC3145_N01
-11	-32.19	V6	N724_Exp110_sample4_combined_S1_BC3146_N01
18.35	17.46	V26	N724_Exp110_sample4_combined_S1_BC3147_N01
-18.48	-22.1	V1	N724_Exp110_sample4_combined_S1_BC3148_N01
19.48	21.21	V26	N724_Exp110_sample4_combined_S1_BC3149_N01
-4.23	12.95	V25	N724_Exp110_sample4_combined_S1_BC3150_N02
16.23	1.5	V21	N724_Exp110_sample4_combined_S1_BC3151_N02
-18.6	2.46	V2	N724_Exp110_sample4_combined_S1_BC3152_N01
-14.1	-21.12	V1	N724_Exp110_sample4_combined_S1_BC3153_N01
28.06	19.95	V26	N724_Exp110_sample4_combined_S1_BC3154_N01
-16.95	13.23	V12	N724_Exp110_sample4_combined_S1_BC3155_N01
-16.81	28	V15	N724_Exp110_sample4_combined_S1_BC3156_N03
-14.83	26.92	V15	N724_Exp110_sample4_combined_S1_BC3157_N01
-18.89	16.73	V25	N724_Exp110_sample4_combined_S1_BC3158_N02
-29.47	12.42	V24	N724_Exp110_sample4_combined_S1_BC3159_N01
25.93	21.11	V26	N724_Exp110_sample4_combined_S1_BC3160_N02
-18.75	-20.32	V1	N724_Exp110_sample4_combined_S1_BC3161_N01
-16.38	27.73	V15	N724_Exp110_sample4_combined_S1_BC3162_N02
1.34	-8.26	V25	N724_Exp110_sample4_combined_S1_BC3163_N01
4.75	-1.4	V25	N724_Exp110_sample4_combined_S1_BC3164_N04
-31.63	10.95	V24	N724_Exp110_sample4_combined_S1_BC3165_N02
-11.25	-34.05	V6	N724_Exp110_sample4_combined_S1_BC3166_N02
-5.61	1.78	V25	N724_Exp110_sample4_combined_S1_BC3167_N04
-24.51	-14.6	V1	N724_Exp110_sample4_combined_S1_BC3168_N02
8.41	-8.27	V25	N724_Exp110_sample4_combined_S1_BC3169_N01
-25.55	-14.03	V1	N724_Exp110_sample4_combined_S1_BC3170_N01
13.93	6.75	V21	N724_Exp110_sample4_combined_S1_BC3172_N01
-27.82	9.91	V24	N724_Exp110_sample4_combined_S1_BC3173_N01
-15.89	-17.82	V1	N724_Exp110_sample4_combined_S1_BC3174_N01
18.76	21.45	V26	N724_Exp110_sample4_combined_S1_BC3175_N02
-23.9	2.79	V2	N724_Exp110_sample4_combined_S1_BC3176_N02
-21.46	9.39	V12	N724_Exp110_sample4_combined_S1_BC3177_N01
-14.73	26.96	V15	N724_Exp110_sample4_combined_S1_BC3178_N01
1.39	-18.58	V23	N724_Exp110_sample4_combined_S1_BC3179_N02
4.45	19.02	V20	N724_Exp110_sample4_combined_S1_BC3180_N02
22.64	23.32	V26	N724_Exp110_sample4_combined_S1_BC3181_N01
-12.73	-3.29	V18	N724_Exp110_sample4_combined_S1_BC3182_N04
4.02	0.42	V25	N724_Exp110_sample4_combined_S1_BC3183_N02
20.49	18.43	V26	N724_Exp110_sample4_combined_S1_BC3184_N01
-12.42	-12.92	V1	N724_Exp110_sample4_combined_S1_BC3185_N01
-16.63	-23.37	V1	N724_Exp110_sample4_combined_S1_BC3186_N02
26.72	17.61	V26	N724_Exp110_sample4_combined_S1_BC3187_N02
23.98	19.25	V26	N724_Exp110_sample4_combined_S1_BC3188_N02
7.57	-28.58	V14	N724_Exp110_sample4_combined_S1_BC3190_N02
-21.22	-23.12	V1	N724_Exp110_sample4_combined_S1_BC3191_N01
-13.18	-13.43	V1	N724_Exp110_sample4_combined_S1_BC3192_N01
-31.58	10.53	V24	N724_Exp110_sample4_combined_S1_BC3193_N02
