DropBarcode,FRIP,tssProportion,meanInsertSize,medianInsertSize,nHumanReads,nMouseReads,uniqueNuclearFrags,totalNuclearFrags,totalMitoFrags,totalNCfilteredFrags,duplicateProportion,librarySize
N716_Exp77_sample13_S1_BC503_N04,0,0.278,178,186,86685,287,81211,121093,72316,209,0.329,140754
N716_Exp77_sample13_S1_BC504_N02,0,0.409,170,175,57302,210,58861,97517,225513,225,0.396,87724
N716_Exp77_sample13_S1_BC505_N01,0,0.369,167,173,38314,119,39025,58390,40172,90,0.332,67244
N716_Exp77_sample13_S1_BC506_N08,0,0.426,158,157,267,162130,111180,290123,2032,313,0.617,122720
N716_Exp77_sample13_S1_BC507_N01,0,0.331,151,147,61,37756,38331,57582,1571,49,0.334,65606
N716_Exp77_sample13_S1_BC508_N01,0,0.317,157,159,45,37415,37973,48585,2489,28,0.218,94353
N716_Exp77_sample13_S1_BC509_N02,0,0.359,168,173,48821,240,51013,116049,188659,220,0.56,59457
N716_Exp77_sample13_S1_BC510_N01,0,0.283,165,172,37137,142,37900,57688,70767,91,0.343,63497
N716_Exp77_sample13_S1_BC511_N01,0,0.339,149,155,36947,79,37452,49192,40986,70,0.239,85912
N716_Exp77_sample13_S1_BC512_N01,0,0.378,164,167,36566,163,37351,77282,75422,99,0.517,45848
N716_Exp77_sample13_S1_BC513_N01,0,0.365,167,169,41,36354,36951,51252,1888,21,0.279,73814
N716_Exp77_sample13_S1_BC514_N02,0,0.306,172,177,58090,136,59498,106751,76246,133,0.443,81479
N716_Exp77_sample13_S1_BC515_N01,0,0.377,167,173,35042,127,36255,51665,53201,82,0.298,68360
N716_Exp77_sample13_S1_BC516_N01,0,0.316,174,179,35542,146,36240,61887,62694,86,0.414,52172
N716_Exp77_sample13_S1_BC517_N01,0,0.276,171,176,35543,85,36131,49066,59505,87,0.264,75863
N716_Exp77_sample13_S1_BC518_N05,0,0.278,174,183,106958,306,92520,183498,115895,200,0.496,116788
N716_Exp77_sample13_S1_BC519_N02,0,0.346,162,170,61258,281,63096,106410,74163,158,0.407,92106
N716_Exp77_sample13_S1_BC520_N02,0,0.327,182,184,54450,157,56207,101532,82160,128,0.446,76489
N716_Exp77_sample13_S1_BC521_N01,0,0.362,150,156,34285,175,35000,51467,52127,110,0.32,62159
N716_Exp77_sample13_S1_BC522_N03,0,0.312,158,164,68436,143,67052,106881,121980,260,0.373,104976
N716_Exp77_sample13_S1_BC523_N01,0,0.283,170,178,33721,90,34616,44921,28541,61,0.229,82279
N716_Exp77_sample13_S1_BC524_N02,0,0.311,179,185,54741,199,55991,89494,127326,128,0.374,87336
N716_Exp77_sample13_S1_BC525_N01,0,0.331,172,179,33799,118,34408,54493,46932,68,0.369,54349
N716_Exp77_sample13_S1_BC526_N02,0,0.342,164,170,43956,734,46413,102298,38985,113,0.546,54956
N716_Exp77_sample13_S1_BC527_N02,0,0.369,175,179,56292,204,57651,84360,60441,134,0.317,103301
N716_Exp77_sample13_S1_BC528_N02,0,0.367,162,167,44636,201,46018,82580,67490,117,0.443,63008
N716_Exp77_sample13_S1_BC529_N01,0,0.377,165,174,33204,85,33819,51758,93170,91,0.347,56176
N716_Exp77_sample13_S1_BC530_N02,0,0.398,166,173,57259,171,58910,92202,75746,117,0.361,94619
N716_Exp77_sample13_S1_BC531_N01,0,0.325,157,167,33221,74,33728,43203,67448,92,0.219,83496
N716_Exp77_sample13_S1_BC532_N01,0,0.325,146,139,34,33055,33523,42446,933,41,0.21,86247
N716_Exp77_sample13_S1_BC533_N02,0,0.264,173,178,49403,172,50502,66826,76101,147,0.244,113460
N716_Exp77_sample13_S1_BC534_N01,0,0.315,158,168,32324,50,32967,39774,33976,77,0.171,102527
N716_Exp77_sample13_S1_BC535_N03,0,0.399,158,157,94,67124,66634,93782,2100,103,0.289,128925
N716_Exp77_sample13_S1_BC536_N01,0,0.351,150,153,30329,141,30894,47321,46690,82,0.347,51250
N716_Exp77_sample13_S1_BC537_N01,0,0.33,146,148,29237,70,29744,39628,11831,59,0.249,65594
N716_Exp77_sample13_S1_BC538_N01,0,0.486,145,131,28523,129,29102,58280,32021,75,0.501,36490
N716_Exp77_sample13_S1_BC539_N01,0,0.378,168,174,28135,61,28626,41305,80254,80,0.307,52662
N716_Exp77_sample13_S1_BC540_N01,0,0.308,168,176,27270,128,27825,44567,85524,76,0.376,43281
N716_Exp77_sample13_S1_BC541_N01,0,0.481,145,133,24,27040,27452,37556,2056,24,0.269,56618
N716_Exp77_sample13_S1_BC542_N01,0,0.314,138,117,35,26894,27301,32845,1110,26,0.169,86006
N716_Exp77_sample13_S1_BC543_N01,0,0.299,166,174,26724,84,27210,39971,45534,76,0.319,48413
N716_Exp77_sample13_S1_BC544_N01,0,0.387,173,175,26210,125,26792,45270,57812,78,0.408,39027
N716_Exp77_sample13_S1_BC545_N01,0,0.304,147,142,18,26001,26586,30200,397,48,0.12,115900
N716_Exp77_sample13_S1_BC546_N01,0,0.265,144,144,25946,77,26382,34772,29137,64,0.241,59927
N716_Exp77_sample13_S1_BC547_N03,0,0.232,174,183,57779,196,58058,70126,33975,131,0.172,179632
N716_Exp77_sample13_S1_BC548_N01,0,0.408,162,169,25331,79,25789,36886,59365,70,0.301,48267
N716_Exp77_sample13_S1_BC549_N01,0,0.345,148,147,24988,110,25550,28334,28497,69,0.098,134576
N716_Exp77_sample13_S1_BC550_N01,0,0.379,151,156,24793,118,25288,33243,27284,82,0.239,57869
N716_Exp77_sample13_S1_BC551_N01,0,0.234,162,168,24276,136,25277,51456,139860,128,0.509,31350
N716_Exp77_sample13_S1_BC552_N01,0,0.298,161,174,24592,65,24931,31975,19481,41,0.22,61469
N716_Exp77_sample13_S1_BC553_N01,0,0.323,155,162,23121,90,23605,33999,47205,58,0.306,43576
N716_Exp77_sample13_S1_BC554_N01,0,0.308,160,171,22581,66,22967,31169,24292,35,0.263,48301
N716_Exp77_sample13_S1_BC555_N01,0,0.362,162,171,22204,93,22682,37276,51678,59,0.392,34137
N716_Exp77_sample13_S1_BC556_N01,0,0.341,155,155,20,21848,22436,24915,693,18,0.099,116753
N716_Exp77_sample13_S1_BC557_N01,0,0.467,143,146,21802,91,22206,34090,49227,71,0.349,36710
N716_Exp77_sample13_S1_BC558_N01,0,0.312,159,152,35,21336,21941,28154,156,28,0.221,54012
N716_Exp77_sample13_S1_BC559_N04,0,0.365,115,97,89,63900,64282,90128,664,150,0.287,125392
N716_Exp77_sample13_S1_BC560_N01,0,0.321,172,181,21287,74,21610,37242,44215,65,0.42,30807
N716_Exp77_sample13_S1_BC561_N02,0,0.234,147,145,32455,298,34315,75396,258235,259,0.545,40698
N716_Exp77_sample13_S1_BC562_N01,0,0.421,165,174,150,21000,21526,30381,559,242,0.291,41403
N716_Exp77_sample13_S1_BC563_N01,0,0.358,150,142,19,19967,20221,27488,709,27,0.264,42352
N716_Exp77_sample13_S1_BC564_N01,0,0.329,164,169,19381,61,19733,30730,52722,66,0.358,31927
N716_Exp77_sample13_S1_BC565_N01,0,0.054,112,91,18924,28,19201,44904,1905,6,0.572,22097
N716_Exp77_sample13_S1_BC566_N01,0,0.516,159,139,24,18414,18771,34889,3297,38,0.462,24910
N716_Exp77_sample13_S1_BC567_N01,0,0.369,152,158,18168,35,18450,24615,24890,75,0.25,40538
N716_Exp77_sample13_S1_BC568_N01,0,0.377,190,191,16668,122,17086,30582,10210,34,0.441,23451
N716_Exp77_sample13_S1_BC569_N01,0,0.234,145,148,15312,26,15780,43018,27652,29,0.633,17187
